央视频道,#genre#
CCTV-11 戏曲,http://svenlone126.cn:8888/udp/225.1.2.192:5002$天津联通1
CCTV-11 戏曲,http://ycnas.zixi.ltd:8888/udp/225.1.2.192:5002$天津联通2
CCTV-11 戏曲,http://117.10.248.112:5002/udp/225.1.2.192:5002$天津联通3
CCTV-11 戏曲,http://60.26.60.119:8000/udp/225.1.2.192:5002$天津联通4
CCTV-11 戏曲,http://221.196.69.170:8888/udp/225.1.2.192:5002$天津联通5
CCTV-11 戏曲,http://60.26.208.155:50000/udp/225.1.2.192:5002$天津联通6
CCTV-11 戏曲,http://mtjkwdrive.zzmd.fun:8888/rtp/239.3.1.152:8120$北京联通1
CCTV-11 戏曲,http://ikuai.zlsip.top:4022/rtp/239.3.1.152:8120$北京联通2
CCTV-11 戏曲,http://www.ljun.cc:2888/rtp/239.3.1.152:8120$北京联通3
CCTV-11 戏曲,http://wg.mxmy.net:8888/rtp/239.3.1.152:8120$北京联通4
CCTV-11 戏曲,http://yun.jinsome.com:8686/rtp/239.3.1.152:8120$北京联通5
CCTV-11 戏曲,http://keenny.synology.me:8000/rtp/239.3.1.152:8120$北京联通6
CCTV-11 戏曲,http://i.hypo.name:9999/rtp/239.3.1.152:8120$北京联通7
CCTV-11 戏曲,http://geewolf.i234.me:8888/rtp/239.3.1.152:8120$北京联通8
CCTV-11 戏曲,http://happylive.asuscomm.com:8888/rtp/239.3.1.152:8120$北京联通9
CCTV-12 社会与法,http://svenlone126.cn:8888/udp/225.1.1.142:5002$天津联通1
CCTV-12 社会与法,http://ycnas.zixi.ltd:8888/udp/225.1.1.142:5002$天津联通2
CCTV-12 社会与法,http://117.10.248.112:5002/udp/225.1.1.142:5002$天津联通3
CCTV-12 社会与法,http://60.26.60.119:8000/udp/225.1.1.142:5002$天津联通4
CCTV-12 社会与法,http://221.196.69.170:8888/udp/225.1.1.142:5002$天津联通5
CCTV-12 社会与法,http://60.26.208.155:50000/udp/225.1.1.142:5002$天津联通6
CCTV-12 社会与法,http://mtjkwdrive.zzmd.fun:8888/rtp/239.3.1.64:8124$北京联通1
CCTV-12 社会与法,http://ikuai.zlsip.top:4022/rtp/239.3.1.64:8124$北京联通2
CCTV-12 社会与法,http://www.ljun.cc:2888/rtp/239.3.1.64:8124$北京联通3
CCTV-12 社会与法,http://wg.mxmy.net:8888/rtp/239.3.1.64:8124$北京联通4
CCTV-12 社会与法,http://yun.jinsome.com:8686/rtp/239.3.1.64:8124$北京联通5
CCTV-12 社会与法,http://keenny.synology.me:8000/rtp/239.3.1.64:8124$北京联通6
CCTV-12 社会与法,http://i.hypo.name:9999/rtp/239.3.1.64:8124$北京联通7
CCTV-12 社会与法,http://geewolf.i234.me:8888/rtp/239.3.1.64:8124$北京联通8
CCTV-12 社会与法,http://happylive.asuscomm.com:8888/rtp/239.3.1.64:8124$北京联通9
CCTV-13 新闻,http://svenlone126.cn:8888/udp/225.1.2.193:5002$天津联通1
CCTV-13 新闻,http://ycnas.zixi.ltd:8888/udp/225.1.2.193:5002$天津联通2
